@relation breast_cancer-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Benign? {0,1}

@data
0.596842,0.706819,0.379051,-0.375865,-1.175564,-1.403997,-1.892673,0.923138,-0.61506,-3.073573,1
1.161389,0.437379,-0.015008,-0.636414,-1.371968,-1.189451,-1.314254,1.181654,-0.640843,-2.563752,1
1.183167,1.54779,1.574826,0.011307,-0.099349,-0.988431,-0.920556,1.668665,-0.624475,-2.430422,1
1.280048,-0.116333,-0.501074,-1.157322,-1.796533,-0.476579,-1.084425,0.509043,-0.453227,-2.394874,1
0.289057,1.169746,0.829597,0.146043,-0.736297,-1.338723,-1.329682,1.639232,-0.317734,-3.091513,1
0.826597,1.33555,1.36144,-0.169351,-0.644778,-1.118576,-1.279081,1.288415,-0.581993,-2.403033,1
1.15397,1.534893,1.082464,-0.165407,-0.552264,-0.782916,-0.70058,2.250975,-0.714208,-2.75585,1
0.99755,1.201624,0.998439,0.089912,-0.434352,-0.796659,-0.938188,1.18178,-0.845899,-2.065814,1
0.6205,0.952503,0.95568,-0.739496,-0.937173,-0.999811,-1.569856,1.156364,-0.280106,-2.769994,1
2.592274,2.615088,1.512162,-0.419113,-0.654312,-1.393657,-1.415938,2.55491,-0.611246,-4.600791,0
0.617469,0.875152,0.401808,-0.411689,-1.148978,-0.593747,-0.927472,1.192914,-0.461805,-1.983493,1
0.901527,1.111781,0.82446,-0.060745,-0.699847,-0.851045,-0.834388,1.155721,-0.71762,-1.891296,1
0.932247,1.213574,1.574723,-0.445201,-0.436648,-1.191053,-1.705873,1.498406,-0.780956,-3.214679,1
0.840651,0.959509,1.078444,-0.629936,-0.638649,-1.064345,-1.400282,1.238792,-0.638725,-2.162214,1
1.230563,1.850289,1.884544,-0.557689,-0.439364,-1.522145,-1.310542,1.611199,-0.309971,-2.860253,1
2.007485,2.28803,0.790217,-0.533446,-0.472161,-0.961664,-1.092314,2.844346,-0.204593,-4.446985,1
1.034985,1.198091,1.141709,-0.441153,-0.75304,-0.575327,-0.753172,1.286548,-0.521623,-1.757917,1
2.494288,2.248841,1.800844,-0.385821,-0.750058,-1.341563,-1.324123,2.15181,-0.644054,-4.00928,0
0.763438,1.041934,1.101583,-1.033109,-1.217918,-1.398044,-1.830773,1.05873,-0.494939,-2.735875,1
1.545206,1.656873,2.035366,-0.015575,-0.547404,-0.808327,-1.610229,1.729129,-1.779431,-2.965039,0
0.57506,0.86676,0.518959,0.05161,-1.366576,-0.760739,-1.128043,0.941049,-1.038771,-2.232277,1
1.848729,1.57516,1.322287,-0.91185,-0.269341,-0.516165,-0.245271,1.458936,-0.496579,-1.142187,1
2.559838,2.20648,1.522306,-0.937755,-0.815058,-1.494973,-1.659847,2.252452,-1.138493,-3.543677,0
1.544047,0.941529,0.525231,-1.107139,-0.817318,-0.3899,-0.865559,0.579712,-0.218008,-1.830845,1
1.149214,1.122506,0.334875,-0.341969,-1.332477,-0.752715,-0.90585,1.036279,-0.775328,-2.209491,1
1.468053,1.080945,0.921231,-0.832008,-0.949311,-0.616309,-0.96902,1.292531,-0.560819,-2.268159,1
0.801222,1.393818,1.263044,0.022643,-0.804567,-1.313897,-1.486671,1.820514,-0.715309,-3.435724,1
0.60835,0.985287,1.149508,-0.196692,-0.710068,-0.784598,-1.170406,1.26654,-0.752722,-2.344364,1
2.3611,2.460764,1.278267,-0.330595,-0.68115,-1.673197,-1.054188,2.37159,-0.708443,-3.431716,0
2.643567,2.564021,1.651923,-0.320116,-0.759537,-1.570681,-1.092101,2.384483,-0.808074,-3.788977,0
1.397452,1.42407,0.720225,-0.388478,-0.408381,-1.140995,-1.060659,1.847036,-0.580497,-2.635885,1
1.279518,1.686571,0.835611,-0.177757,-1.767452,-2.007367,-2.14448,2.182124,-0.995564,-5.120197,0
1.055557,1.244771,1.246595,-1.328644,-1.395929,-1.328227,-2.010168,1.113768,-0.631946,-2.899829,1
3.48888,3.3818,2.541565,-0.613309,0.005265,-1.41202,-0.533868,3.394672,-1.509396,-2.771351,0
0.434738,1.256807,0.598605,-1.637171,-1.427802,-2.232144,-2.820245,2.401547,-0.194416,-5.202493,1
1.320834,2.005601,-0.15727,-0.844955,-2.299413,-1.905968,-1.817396,1.379992,0.063454,-5.243048,1
0.622929,1.260715,0.849408,-0.410146,-1.137474,-1.680967,-1.8337,1.306415,-0.567307,-3.099008,1
0.842856,1.296487,0.557,-0.480736,-1.56541,-1.598887,-1.886404,1.028166,-0.582556,-3.788449,1
1.462054,1.803701,1.83133,-0.456721,-0.526436,-1.34916,-1.072907,1.298075,-0.787073,-2.24258,1
1.761478,2.000067,1.056012,-0.339652,-1.462547,-1.327206,-1.336277,2.511818,-0.329826,-4.97989,0
1.255349,1.514441,0.761416,-0.088359,-0.352542,-0.524311,-0.599426,1.672915,-0.374097,-2.994383,1
1.285447,1.468883,1.453627,-0.646081,-0.566029,-0.955212,-0.962158,1.036425,-0.696536,-1.669046,1
1.149929,1.4846,1.081224,0.244129,-0.797762,-1.669922,-2.060843,1.879557,-0.701725,-4.463845,0
1.279092,1.55309,1.492884,-0.688398,-0.469808,-1.195995,-1.274173,1.428912,-0.526594,-2.17796,1
1.221442,1.390793,0.902587,-0.397973,-0.875668,-0.962161,-0.887979,1.492008,-0.486123,-2.159737,0
0.76689,1.036636,1.061132,-0.889152,-1.286188,-1.345648,-1.813946,0.975668,-0.740324,-2.582221,1
2.088358,2.11031,1.661648,-0.379063,-0.911119,-1.66536,-1.486372,1.799452,-1.084115,-3.160182,0
2.227274,2.413866,1.669489,-0.087469,-0.655247,-1.667435,-1.062585,2.295449,-0.964893,-3.217414,0
0.870259,1.140526,0.715448,-0.88628,-0.978709,-1.301492,-1.603668,2.198858,-0.620575,-3.196971,1
0.781125,1.201181,1.118335,-0.877053,-1.184189,-1.693244,-2.087582,1.397488,-0.738068,-3.122195,1
0.871497,1.252001,1.111383,-1.873852,-1.947828,-1.63944,-2.718071,1.07093,-0.618902,-3.634908,1
3.864226,3.31717,2.154498,-0.429195,-0.128984,-1.819622,-1.141778,3.454709,-1.635967,-4.467245,0
0.438013,0.508821,0.252904,-0.301008,-1.096371,-0.751147,-1.205319,0.594379,-0.799452,-1.777392,1
1.012588,1.284932,0.943829,-0.473915,-0.975837,-1.165377,-1.318141,1.725318,-0.669969,-3.213209,1
0.451055,0.809664,0.19368,-0.385946,-1.340141,-0.777651,-0.976757,0.948714,-0.33532,-2.338289,1
-0.108449,0.76218,0.743226,-0.249982,-1.21723,-1.320703,-1.584807,0.743982,-0.375067,-2.801282,1
0.412644,1.264274,1.717619,-0.252275,-0.959688,-1.472538,-1.748741,1.637971,-1.034221,-3.149753,1
0.460745,0.949013,1.48815,-0.272923,-0.477431,-0.967972,-1.41789,1.019676,-0.616591,-2.333194,1
1.601471,1.171899,1.175375,-1.817377,-0.821675,-1.689633,-1.663301,1.870695,0.349504,-3.296914,1
0.639549,1.206952,1.234975,-0.858294,-0.989299,-1.304634,-1.596507,1.007634,-0.575877,-2.151453,1
0.86084,0.697344,0.377686,-0.956723,-1.15153,-0.879257,-1.351296,1.411992,-0.19573,-2.672137,1
0.253108,0.9873,0.794322,-0.08993,-1.458936,-1.39358,-1.701652,1.285994,-0.786116,-2.90771,1
0.594062,1.165047,1.348253,-0.312826,-0.615796,-1.157907,-1.269527,1.142724,-0.916125,-2.08281,1
3.233242,2.196895,1.681596,-1.077207,-0.368974,-1.328079,-1.450121,2.655265,-1.101581,-3.674402,0
0.688191,1.14373,0.498096,-0.47383,-1.359828,-1.00022,-0.933821,1.321454,-0.111915,-2.866759,1
3.109062,2.473136,1.825446,-0.506166,-0.147839,-1.6741,-1.521969,2.544849,-1.170503,-3.932774,0
1.343353,1.260665,0.853823,-0.382303,-1.239932,-1.141882,-1.444574,1.450835,-0.339809,-3.540475,0
0.692147,1.23921,0.510228,-0.571142,-2.018281,-2.000261,-1.960934,1.887625,-0.666372,-4.506781,1
0.608362,0.439208,-0.833376,-0.035147,-2.139608,-1.050792,-1.578006,-0.069001,-1.038231,-2.624024,1
0.715782,1.690464,-0.784681,0.258173,-2.441125,-1.620841,-0.994253,1.20179,-0.461723,-3.870446,1
1.172633,1.442573,0.567453,-1.106867,-1.280737,-1.163587,-1.085944,1.388402,0.059008,-3.137728,1
1.414493,1.945871,0.884368,0.353827,-1.230724,-1.182973,-1.034223,2.14253,-0.991583,-3.904176,1
1.386436,1.123978,0.860737,-0.261881,-0.862651,-0.9484,-1.218874,1.414535,-1.085873,-2.619048,1
1.137301,0.806737,0.209542,-0.137265,-1.2914,-0.69108,-1.037161,1.171897,-1.054635,-2.188531,1
1.002159,1.360024,0.585182,-0.387174,-1.081922,-1.12168,-0.983368,1.530631,-0.748092,-2.378487,1
1.118229,1.154395,0.754521,-0.50814,-1.182468,-0.964415,-1.122353,1.331677,-0.956693,-2.291032,1
0.331137,0.645686,0.534663,-0.613955,-1.280471,-1.20634,-1.62488,0.488674,-0.610314,-1.944721,1
0.728099,1.183389,0.486658,-0.242049,-1.327449,-0.973362,-1.038791,0.978874,-0.416735,-2.986383,1
0.620689,0.555065,0.091619,-0.466287,-1.292094,-0.735521,-1.140628,0.616075,-0.49232,-1.96205,1
0.818238,0.662757,-0.095625,-0.482025,-1.651429,-1.178094,-1.50377,1.006633,-0.837658,-2.658726,1
1.127579,0.738347,-0.005775,-0.630695,-1.382627,-0.568009,-1.0035,0.296839,-0.792469,-1.542493,1
1.042364,0.775909,0.432024,-0.638314,-0.902177,-0.870406,-1.630144,1.434639,-0.825842,-3.174721,1
0.99658,1.022804,0.243209,0.011949,-1.736977,-0.900434,-0.910889,0.746652,-1.205196,-1.800955,1
1.37559,0.646157,-0.095897,-1.075709,-1.439743,-0.520928,-1.251171,0.524714,-0.409978,-2.150218,1
1.133979,1.248062,0.148305,0.22094,-1.692357,-0.924283,-0.772287,0.834131,-0.953042,-2.045041,1
0.935141,0.862715,-0.070361,-0.158477,-1.891044,-1.047321,-0.905731,0.92382,-0.408998,-2.886281,1
0.949689,0.686426,0.27824,-1.290338,-1.660618,-1.008093,-1.32641,0.607718,-0.264212,-2.370301,1
0.987382,0.054901,-0.660743,-0.919648,-2.020553,-0.790584,-1.247847,0.238308,-0.486344,-2.261218,1
1.61277,1.82695,0.736466,-0.123909,-0.554691,-0.618377,-0.316835,2.320428,-0.5808,-2.783878,1
1.045083,0.663978,-0.287217,-0.469784,-1.638555,-0.542662,-0.650084,1.208784,0.265215,-3.073025,1
1.402183,1.311758,0.454537,-0.261928,-1.284357,-0.921584,-0.914202,1.913133,-0.974415,-2.85173,1
0.892902,-0.361399,-0.72853,-1.008573,-1.805358,-0.04286,-0.199451,0.345381,0.02339,-1.543512,1
1.961793,2.121518,0.95396,1.401536,-0.996317,-1.271781,-1.751535,2.98113,-0.565838,-5.926809,0
3.473557,3.148297,1.420192,-0.105052,-0.360956,-2.025542,-1.44929,3.247076,-1.083003,-4.57621,0
3.366052,2.929903,1.623874,-0.39828,-0.649161,-2.068103,-1.024889,2.341329,-0.981842,-2.884027,0
2.872544,1.872648,1.095205,-0.714426,-1.000311,-1.171467,-1.009922,2.22484,-1.00111,-3.176065,0
1.847535,2.082628,0.823413,0.402227,-0.911658,-1.111776,-0.465068,2.264218,-1.079584,-2.735012,0
3.180733,3.167498,1.574469,0.595483,-1.043954,-2.101946,-1.838489,3.891953,-1.06298,-6.564135,0
0.644578,0.084342,-0.797757,0.080312,-1.38444,-0.423809,-0.880027,0.13595,-0.933371,-1.631387,1
