@relation 'breast_cancer-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.261mean concave points-0.258mean concavity-0.251worst concave points-0.239mean compactness-0.237worst perimeter...' numeric
@attribute '-0.367mean fractal dimension-0.28fractal dimension error-0.275worst fractal dimension+0.234mean radius-0.233compactness error...' numeric
@attribute '-0.375texture error-0.309smoothness error-0.289symmetry error+0.271worst symmetry-0.268radius error...' numeric
@attribute '-0.633worst texture-0.603mean texture-0.36texture error+0.159mean smoothness+0.108area error...' numeric
@attribute '-0.365mean smoothness+0.354concavity error-0.324worst smoothness-0.306mean symmetry+0.28 compactness error...' numeric
@attribute '0.499worst symmetry+0.49 symmetry error-0.369worst smoothness+0.356mean symmetry-0.343smoothness error...' numeric
@attribute '-0.375worst fractal dimension+0.37 concave points error-0.347area error-0.315perimeter error-0.312radius error...' numeric
@attribute '0.573smoothness error-0.475texture error-0.289mean smoothness-0.232mean symmetry+0.228worst symmetry...' numeric
@attribute '-0.358concavity error+0.304symmetry error-0.273concave points error-0.256mean symmetry-0.25radius error...' numeric
@attribute '0.572mean symmetry+0.368fractal dimension error-0.317symmetry error-0.312worst concavity-0.289texture error...' numeric
@attribute Benign? {0,1}

@data
1.327442,-0.776418,-1.255657,-3.782217,-1.243968,-0.225431,0.749106,0.224369,-0.477458,-0.536168,1
2.80031,1.664837,0.193849,-2.231146,-0.205068,-0.571669,0.361243,-0.006886,-0.436843,0.301933,1
3.171775,2.073907,-0.074833,-1.868182,-0.209143,-0.482144,0.179429,0.043696,-0.510129,0.673372,1
4.083484,0.484286,-0.630808,-3.399741,-0.01821,-0.309553,-0.230424,-0.114634,-0.66536,0.319909,1
-3.472438,1.671413,-0.856069,-1.155753,-1.381355,-0.999041,-1.114651,1.117281,-0.689043,0.553741,0
-16.304884,7.769016,-6.229938,2.326026,-1.707954,-1.123827,-4.95813,0.886722,-3.591603,-0.587189,0
2.557861,2.491854,-0.170165,-2.1079,0.978379,0.488329,0.046232,0.531369,-0.383752,1.01893,1
2.96628,0.068787,0.777726,-0.046622,0.228003,0.34459,0.076534,1.082627,-0.163097,-0.496353,1
2.755006,1.792339,0.757149,0.024095,1.282779,-0.658252,0.312955,0.594959,-0.2567,-0.16005,1
-1.369135,-2.108157,0.85297,-0.723131,3.821017,0.223219,-1.470089,0.804225,0.005542,-0.406163,1
0.417299,-0.116416,0.535673,-0.363878,1.512125,-0.555213,0.217092,0.809385,-0.563501,-0.588153,1
3.835024,-0.898388,-0.699947,-0.21975,-1.335988,0.076675,-0.640477,1.356209,0.068323,-0.312212,1
-5.925751,-1.227213,-1.720067,-0.473166,2.881003,-1.099272,-2.022544,-0.483563,0.679066,0.604641,0
-0.644913,-3.423002,-0.607752,0.234278,-1.208635,-2.425715,0.940883,0.133958,-0.374828,0.030045,1
2.681486,-1.442283,-0.339104,-0.244602,-0.791995,0.924811,-0.495571,-0.271496,-1.207043,0.940214,1
2.039871,0.902462,-2.840741,-2.883296,-1.015816,0.104367,-0.319307,-1.032392,-0.60829,0.397348,1
1.398072,1.770666,1.478258,1.30696,1.803722,0.614924,-0.27997,-0.06484,-0.000243,0.10242,1
3.533308,1.245756,-3.382433,-4.661951,-1.874078,0.889613,-0.924694,-1.085822,1.20666,-0.483974,1
1.98878,-1.89779,2.029213,0.911103,1.230472,-0.419258,-1.286765,-0.403287,-0.138802,0.220932,1
1.996429,0.206186,1.639886,1.038296,0.903417,0.367305,0.34448,0.34506,-0.425223,-0.365524,1
0.520205,0.97251,0.32385,-0.543519,1.428174,-0.049158,-0.222503,-0.195224,-0.027732,-0.407299,1
3.169583,2.087215,0.977948,0.386755,1.41823,1.33719,-0.536586,0.04195,0.041904,0.786343,1
2.200779,-1.284905,0.886622,0.700488,0.179663,-0.024031,-0.272694,-0.651191,-0.259076,-0.509872,1
-3.821074,-2.303208,-0.027523,0.669669,1.28863,0.808382,1.566897,0.294294,0.135448,0.235346,0
2.982862,0.672745,0.589972,-0.593825,0.461565,-0.544924,-0.616853,-0.360783,0.185387,-0.605394,1
2.478877,2.361884,0.432237,-0.383132,1.037203,-0.02045,-0.559601,-0.238975,-0.281984,0.229727,1
1.270991,-0.509386,2.237024,1.670907,-0.117501,-0.015466,-0.0342,-0.556778,0.410365,-0.000154,1
2.233191,1.29756,0.900642,0.433715,0.182767,-0.163291,0.236317,-1.110534,-0.404963,0.08669,1
0.056135,0.227182,2.253533,2.708221,0.801077,-0.959726,1.037494,-0.281341,0.273908,-0.251634,1
-2.31535,-4.385274,-1.776846,0.968563,2.643051,1.555746,0.007414,-0.103547,-0.620788,0.006654,1
2.282322,2.46467,0.820466,-0.04077,1.09182,-0.100922,0.248009,-0.236855,0.190189,-0.736789,1
-4.750432,1.488115,1.252653,-0.052543,-0.096544,-0.355057,0.62497,-0.532054,0.57294,-0.741698,0
1.724794,-0.997296,0.080168,1.063711,-1.434358,-0.865294,0.342634,-0.107912,-0.387462,-0.089557,1
0.74113,2.449884,1.995953,-0.457537,0.261059,3.200746,-0.168183,1.037464,0.233454,0.520588,0
2.891765,0.977085,0.804934,-1.719264,-0.028956,0.211712,-0.671919,0.47828,-0.094548,-0.01496,1
1.653067,4.551655,-0.751662,1.646869,1.401837,-0.552918,-0.122324,-0.339127,0.965161,-0.685166,1
-3.100793,1.235069,-1.286224,0.608115,-1.121276,0.929232,0.197208,0.161507,-0.030341,0.565993,0
4.060696,0.560462,-2.174774,1.374658,0.199291,0.564239,-0.26865,0.516022,1.234007,0.027062,1
2.790874,1.076934,-0.8438,-1.109235,0.004871,0.565108,-0.468578,0.573882,0.356778,0.289544,1
1.47362,1.589696,-0.319712,-0.79813,0.157918,-0.437678,1.042909,-0.759481,0.479169,-0.639542,1
0.229194,-1.514575,2.214332,0.555082,0.250985,-0.60203,-0.409681,0.141549,0.126703,-0.550758,1
2.551011,0.763228,1.607988,0.059877,0.505402,0.213609,-0.098242,0.007354,-0.100536,-0.581946,1
-3.712441,1.05776,-0.521498,1.395773,0.368287,-1.10364,-0.633903,-0.059088,0.286817,0.393187,0
-5.090361,2.017432,0.708747,-0.082721,0.383482,-1.446657,0.572994,-0.649544,0.535579,0.250992,0
0.600085,0.837721,0.686438,1.154319,0.981567,-0.852474,-0.704916,-1.345753,0.488513,0.416298,1
-2.787947,-3.382588,0.752412,-1.332009,-1.584139,-0.507971,-0.206982,0.080102,0.051655,0.974795,0
1.407535,-1.504452,0.353584,1.120756,-1.810078,-0.241931,1.045242,0.209946,0.039371,-0.187406,1
-7.252797,5.490904,-1.90925,1.894045,0.39603,0.066333,-1.152968,0.991701,-0.167378,-0.569584,0
-1.297729,-7.723056,0.688309,2.890184,-2.013585,-2.200914,-1.025094,-2.028888,0.236609,1.145344,1
-1.075749,-8.287483,-0.433811,1.952473,-1.394649,-3.50879,-0.604262,1.278506,1.872558,1.020128,1
1.248658,-1.594281,1.35528,0.126155,0.0234,-0.484718,0.135951,-0.665049,-0.777879,0.939297,1
1.255821,-4.113569,0.412364,1.053248,-1.138527,-1.947332,-0.488196,0.255065,0.906525,1.275523,1
1.165509,1.664229,0.737229,1.760619,0.737702,-0.833976,1.40889,0.297981,0.073734,0.647099,1
-4.090544,-2.800465,0.506989,-1.975581,0.132707,-1.602113,1.05337,-0.356565,0.428906,-0.73031,0
1.885982,-1.670722,-0.119691,1.217142,2.56581,0.253665,-0.54726,0.542053,0.617647,-0.091629,1
2.765007,2.159154,0.021081,1.608858,0.715747,0.032977,0.875299,0.295668,0.033412,0.341277,1
-2.225031,-1.939929,2.283594,-0.33956,-0.536385,-0.136705,-0.392913,-0.614737,-0.714786,0.121591,0
1.130586,1.409765,0.564559,1.993205,0.528025,0.072492,0.175817,-0.255082,-0.311419,-0.213913,1
0.733131,1.941991,0.274997,-0.337526,0.660417,-0.773626,0.145468,-0.499927,-0.270528,-0.408279,0
2.331621,-0.78945,0.349735,0.440472,-1.4213,0.046608,1.000525,0.306955,-0.655602,-0.090734,1
-2.694851,1.942,0.959716,0.459104,-0.583983,-0.491293,0.516757,-0.050027,0.131357,0.225874,0
-3.376045,2.331377,1.200873,0.553123,0.527418,-1.01768,0.02611,-0.443351,0.65817,0.529942,0
0.199688,-1.075411,0.672557,0.627892,-0.83951,-1.286367,-0.748057,-1.375306,0.257538,-0.208078,1
1.174993,-1.010478,0.711144,1.06513,-1.420655,-0.265204,-0.194275,-0.462315,-0.357697,0.794079,1
1.2915,-4.959855,-0.345628,2.238566,-3.837151,-0.548136,0.814073,0.987111,0.070504,-0.053736,1
-8.623163,3.456407,0.178903,1.176128,-0.022881,-0.006684,-0.961176,-0.397617,1.256637,0.84869,0
4.425564,0.785347,0.473004,-0.696008,0.103713,0.097095,-0.721881,-0.508128,-0.060559,0.387864,1
0.619291,-0.635792,0.488421,-0.015142,-0.106316,-0.600192,-0.139186,-0.295156,0.243766,0.002336,1
3.249459,-1.284795,0.218284,0.307539,-0.099343,-1.401964,-0.952777,0.299977,0.503893,-0.78462,1
3.349981,-2.670954,1.777526,1.388368,-0.354131,-1.210212,-0.816036,0.373067,-0.292985,-0.36099,1
0.859051,-0.096766,2.811571,0.184162,-0.629521,-0.364722,0.046223,0.125638,-0.312289,-0.246926,1
3.153844,0.870775,2.193783,1.448596,0.431058,0.325774,0.094453,-0.149152,-0.318909,-0.228854,1
-0.346223,-1.539872,-2.843948,1.908135,-0.571329,-1.686013,1.710906,-2.408538,-0.332911,-0.117618,1
2.459238,-0.60032,1.170432,2.209113,-0.6913,-0.85194,0.028846,0.205099,-0.032409,-0.389507,1
1.528757,-0.404864,-0.60394,-0.346865,-0.785356,-1.101164,-0.086948,-1.295446,-0.161516,-0.91032,1
1.772028,-0.803504,2.026136,-0.686729,-0.615546,-0.289076,-0.473032,0.069621,-0.543467,0.057207,1
2.678086,1.483404,1.740162,1.02259,0.297211,-0.197902,-0.433746,-0.168973,-0.024835,0.319127,1
-4.024895,2.938843,-1.658026,0.224965,-0.513137,1.934521,0.727589,-0.757324,0.175981,0.270243,0
2.134475,-1.517245,-0.178805,-0.500338,0.682447,-1.550315,0.717701,-0.139631,-0.188288,-0.370182,1
-5.160867,2.38011,0.421899,0.882652,-0.209225,0.57872,0.543011,-0.951933,0.247815,0.528689,0
-0.535462,-0.380379,0.442746,-1.87772,0.22667,-0.523377,1.149554,-1.091133,-0.323914,-0.103882,0
-0.34282,-3.531374,-0.069604,-1.549309,-1.955201,-2.337461,0.483082,-0.501989,0.069805,1.278824,1
4.193388,-2.365313,-1.325981,-2.037707,-1.760367,0.04239,-2.166852,1.479916,0.322799,1.180122,1
1.141829,-5.594536,-1.299894,-2.186327,0.764902,-1.158213,-0.191368,1.796554,-0.876063,0.948482,1
1.664013,-2.387513,-1.500928,0.875179,0.484121,-1.188474,0.677161,-0.146513,0.291398,0.102642,1
-1.010824,-1.091425,0.632142,-1.756972,1.045902,0.425521,-0.39794,0.835299,0.383805,0.619077,1
1.299786,1.819813,-0.372981,-1.846544,0.199456,0.765079,0.466299,-0.398233,-0.364674,0.794129,1
2.371345,1.680095,-0.384186,-3.014074,-0.038218,0.068756,0.414858,-0.507949,-0.278026,0.287581,1
1.664406,0.213777,0.147943,-0.196878,0.55599,-0.930768,-0.523866,-0.300442,0.356312,0.418235,1
1.925986,1.136741,-0.477786,-1.15648,-0.202168,0.114799,0.116151,0.01362,-0.058005,0.132319,1
4.23349,-0.184115,0.326133,0.587788,-0.704001,-0.145962,-0.259628,-0.149441,-0.564359,0.574673,1
2.675516,-2.313757,0.053798,0.34015,0.450249,-0.677751,-0.064041,0.970109,0.454873,0.095298,1
3.833123,-0.495814,-0.922428,-0.551387,0.079966,-0.112572,-0.474073,0.169693,-0.410191,-0.219415,1
2.549196,-0.22813,-1.412933,-1.969056,-1.455044,0.854769,-1.021024,0.160348,-0.446749,0.398726,1
4.690797,0.766807,-1.542607,-0.778339,-0.784206,0.850628,-0.752006,1.069484,0.588797,0.068848,1
2.023256,-1.260136,-0.504482,-1.134528,-0.114163,1.783212,-0.390155,-0.873654,-0.310968,0.365371,1
2.893402,1.450365,-0.779858,-2.967837,-0.356842,-0.582688,0.617867,0.9384,-0.36222,0.448522,1
3.499122,-1.79925,-2.764025,-0.865544,-0.624813,0.411907,0.307393,0.357594,0.143051,-0.451483,1
2.152013,0.829342,-0.564296,-3.009108,0.565326,-0.549919,0.483983,0.89239,-0.435105,0.243929,1
2.053279,-1.615041,-1.837341,-3.1108,0.210856,-1.640363,1.087895,0.349881,-0.514614,-0.004941,1
3.873881,-1.0833,-1.858306,-0.433359,-1.685955,-0.814175,0.470655,0.071321,0.701268,-0.070578,1
4.060291,-0.122063,-3.235927,-3.466132,-2.239937,0.174756,-1.076308,0.129377,0.426656,-0.277046,1
0.098579,0.213371,-0.388589,-1.011819,2.986434,0.012441,0.290002,-0.312066,0.067805,-0.325485,1
1.088416,-1.291717,-1.42812,-3.369177,0.946507,-1.724353,0.353667,-1.163316,0.207316,-1.390485,1
0.481346,0.177863,-1.031201,-2.008514,0.326815,-0.991184,0.048499,-0.19505,0.325578,0.428691,1
4.86603,2.129233,-3.411184,-5.129476,-0.488491,-1.109815,-0.48794,-1.288151,1.38926,-1.745129,1
-5.912412,-3.479571,3.259928,-3.91414,1.714869,1.012708,-0.271206,0.09188,-0.372151,-0.629868,0
-8.733649,0.573349,-0.896302,0.384808,0.678447,-0.300491,-0.094738,-0.733439,-0.830365,0.450241,0
-6.433654,3.573672,-2.457328,1.176279,-0.074756,-2.373108,0.595608,-0.035447,-0.987061,0.256768,0
-3.790046,3.5809,-2.086634,-2.503829,-0.510277,-0.246494,0.715694,-1.112383,0.105117,-0.108541,0
-1.255077,1.900625,-0.562233,-2.087391,1.808393,-0.53398,0.192584,0.341587,-0.393572,0.520421,0
-10.36567,-1.670538,1.875379,-2.353956,-0.033716,0.567441,-0.222887,-0.279992,0.54156,-0.089213,0
5.470429,0.670047,-1.489135,-2.297133,-0.18454,1.616415,-1.697457,1.045434,-0.373776,-0.047678,1
