@relation breast_cancer-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R31_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A30-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Benign? {0,1}

@data
-0.026372,-0.070938,0.012975,0.042338,0.009004,0.053948,0.006593,-0.027609,-0.026581,0.055821,-0.022175,0.081133,-0.057181,-0.016596,0.02966,-0.002506,0.049984,0.00283,0.02171,-0.017048,-0.020842,-0.017273,-0.053181,-0.041153,-0.029891,0.044991,0.069183,0.015869,0.017732,0.02406,0
0.036834,-0.003276,0.027185,0.119198,0.005573,0.025359,-0.026393,-0.050835,-0.003052,-0.019792,-0.014819,0.026911,-0.039859,-0.040958,-0.072834,-0.046463,-0.090404,-0.038029,-0.01502,0.025282,0.029477,0.019075,0.015496,0.029721,-0.022686,-0.006171,-0.02354,-0.018888,-0.005472,-0.005849,1
-0.015865,0.041423,-0.045432,0.007973,-0.04437,0.013951,-0.00072,-0.010003,0.017742,0.010209,-0.017832,0.011833,0.005367,0.012705,0.013415,-0.030556,0.010412,-0.004583,-0.028725,0.017738,-0.025154,0.003231,0.010122,-0.02247,0.040358,0.001825,0.000773,-0.006232,0.000454,-0.008805,1
0.00085,0.06045,-0.049032,-0.011823,-0.031175,0.015539,0.006459,-0.008539,0.020375,-0.069977,-0.036909,-0.015917,-0.011316,-0.05147,-0.006865,-0.029039,0.034905,-0.004998,-0.029499,0.035554,-0.032496,-0.035962,-0.048957,-0.05263,0.028026,0.010022,0.003593,0.024553,0.014559,-0.009703,1
0.0055,-0.07166,-0.067229,-0.020373,0.006687,0.000625,-0.028871,-0.003887,0.023156,-0.033014,-0.037104,0.006393,0.011497,-0.041314,0.031724,0.080508,-0.050353,0.033007,-0.018711,-0.024698,-0.00256,-0.039208,-0.017797,-0.031479,0.032723,0.035409,-0.055276,-0.023843,-0.043428,0.036405,1
0.044655,0.029631,-0.016387,-0.037377,0.023398,-0.012935,-0.017406,0.015382,0.050998,0.025434,0.031453,-0.023266,-0.10123,0.088123,0.017728,0.104759,-0.038271,-0.065928,0.05138,0.083066,-0.01153,-0.064872,0.002796,-0.074912,0.06329,0.011538,0.040593,0.091513,0.034583,-0.004489,0
0.041061,-0.049527,-0.019271,-0.051327,-0.011141,0.026348,0.008319,0.029558,0.023247,-0.014639,0.017933,-0.008628,0.041394,-0.043916,-0.055306,-0.058617,0.071396,0.045177,0.007749,0.037654,-0.054577,-0.011541,0.020958,0.011421,0.027699,0.057112,0.127527,-0.058578,-0.060133,0.127053,0
-0.028497,-0.014507,-0.009734,0.003572,-0.027996,-0.009918,-0.024455,-0.001254,-0.021805,0.029985,0.026911,0.00194,0.012737,-0.020715,0.038893,0.000179,-0.009409,0.011315,-0.006962,-0.006714,0.004959,0.039861,-0.049499,0.03942,-0.013932,-0.014837,-0.005418,0.03271,0.011499,-0.027762,1
0.056077,0.106323,-0.017205,0.01593,0.025854,-0.069228,-0.082658,0.039784,-0.014664,-0.064711,0.045743,-0.069581,-0.078098,0.002687,0.047666,-0.101777,-0.054578,0.019248,0.00347,0.021019,0.031781,0.013857,0.07751,0.03552,-0.020207,0.031493,-0.052831,0.036625,0.042129,0.097845,0
0.020529,0.012075,-0.002078,0.021539,-0.022735,0.013938,0.012451,-0.002202,0.0591,-0.018053,-0.017948,0.027484,-0.011133,-0.023756,-0.00197,0.009632,-0.00541,0.011306,0.009165,-0.045541,-0.021589,0.011628,0.002589,0.036411,0.024535,-0.00499,-0.035805,0.021628,-0.01161,0.028236,1
0.001737,0.02608,-0.015076,0.002619,-0.031715,0.035507,0.083642,0.034041,-0.02832,0.019346,0.00349,0.016838,0.010945,-0.004145,0.030223,-0.023572,0.052663,0.00299,-0.025122,0.019043,0.019075,0.013764,-0.020463,-0.044285,0.021293,0.029263,0.014805,0.035811,-0.000493,-0.043845,1
0.005592,-0.004403,-0.010972,0.033177,0.02888,-0.024547,-0.030445,-0.003127,0.024167,0.038859,-0.024962,-0.032017,-0.015108,0.03256,-0.013559,0.010313,-0.008275,-0.021098,0.007457,0.02783,-0.025458,-0.015133,0.012637,-0.00471,0.021522,-0.018789,0.052616,0.004772,0.012936,0.016338,0
-0.005871,-0.012992,-0.007877,-0.005754,0.020076,0.03948,-0.013378,0.011814,0.050435,0.016519,0.106167,0.057667,-0.002274,-0.052467,-0.031408,-0.00637,0.068313,-0.025701,0.026024,0.029148,-0.034948,-0.048146,-0.106703,-0.048837,-0.02715,0.000471,0.019013,-0.069755,-0.016239,-0.014076,0
-0.000887,-0.03075,-0.013989,0.056757,-0.00667,0.02914,0.006923,-0.005665,0.004622,0.045399,-0.037646,0.02095,-0.029322,0.011533,0.018585,-0.020099,-0.016326,-0.011628,0.016597,-0.035831,0.020814,-0.001498,0.013533,0.003472,0.017833,-0.025924,-0.025719,0.004255,-0.008393,0.005016,1
0.010613,-0.014239,-0.016098,-0.009949,-0.011963,-0.015981,0.047087,-0.015627,0.024047,0.046149,-0.046756,-0.019961,-0.014468,0.033698,0.012451,0.00039,0.018784,0.016242,-0.002287,-0.012636,0.021007,-0.004021,0.035797,-0.044404,0.006896,-0.000722,0.023463,0.012025,-0.016781,0.004675,1
0.012324,-0.009768,-0.02179,-0.035925,0.059757,-0.070048,0.044573,0.020836,0.101564,0.035199,-0.005758,-0.019325,0.037553,-0.024505,-0.059557,-0.001065,0.004648,-0.021856,-0.057469,0.014952,-0.023624,-0.019531,-0.047363,0.012702,-0.004941,-0.034192,0.027102,-0.029191,0.012666,-0.015791,0
-0.005891,-0.045796,-0.037511,-0.042651,0.003104,-0.001336,0.070945,0.034956,-0.018385,0.067001,0.046097,0.02638,0.080088,0.016276,-0.082578,-0.025134,0.056405,-0.022983,0.043918,-0.038093,-0.051062,-0.011803,0.054763,-0.041297,0.022551,0.026171,0.058165,-0.004867,-0.059146,0.019455,0
0.07342,-0.031565,-0.023588,-0.033293,-0.015539,-0.047397,0.004676,-0.008586,0.00536,0.066069,0.064029,-0.070902,0.046892,0.066342,-0.008328,0.018154,0.05138,-0.021963,0.068883,-0.066894,0.032628,0.10346,0.009042,0.012126,0.033927,-0.010466,0.059437,0.087503,-0.05803,-0.049133,1
0.041317,-0.060568,0.023858,0.064731,-0.002977,0.000015,-0.001311,-0.079556,-0.027732,-0.016445,0.005097,-0.028708,0.081536,-0.004463,0.023464,-0.023939,0.006333,-0.009894,-0.04571,0.009963,0.025631,0.00997,-0.004277,-0.010959,0.066168,0.025713,-0.00145,-0.018073,0.005241,-0.004892,1
0.02558,0.040436,0.014969,-0.023604,-0.021414,0.006783,-0.003197,-0.009684,-0.035836,-0.000165,0.014669,-0.041104,0.073698,0.01743,0.027703,-0.008951,0.024433,0.014459,-0.014131,-0.035872,0.01577,0.004702,-0.030394,-0.064534,0.064916,0.050573,-0.02308,-0.038186,-0.001881,0.015939,1
-0.044817,0.04134,-0.047023,0.038179,0.024409,-0.16613,-0.09833,0.088988,-0.029979,-0.005361,-0.035766,0.028385,0.014581,0.034344,-0.045987,0.050045,0.087113,0.059157,-0.056418,-0.026918,-0.003813,0.058498,-0.074182,0.019136,0.006098,0.036438,0.011394,0.001846,-0.051421,-0.006358,1
-0.020961,-0.011335,0.018863,0.017267,-0.061255,0.019968,-0.007297,0.047907,-0.02523,-0.037636,0.022892,-0.003815,-0.044417,0.001451,-0.027467,0.026175,-0.005217,-0.043219,0.019102,-0.023729,0.006817,0.012166,0.0657,-0.016216,-0.030284,-0.017117,0.030863,0.005089,-0.021375,-0.028872,0
0.028337,0.044577,0.018339,0.010801,-0.002355,0.058278,0.015185,-0.024417,0.028371,-0.021759,-0.01163,-0.007695,0.01662,-0.025491,-0.040921,0.026808,0.035645,-0.018343,0.021256,-0.045027,-0.038315,0.020755,-0.040241,0.014668,0.023981,-0.01622,-0.013509,0.002318,0.033916,0.01403,1
-0.005405,0.040908,-0.019142,0.050358,-0.03932,0.022738,0.028201,-0.017446,-0.023869,0.052346,0.043071,-0.047763,0.017502,-0.007389,-0.015605,-0.023021,0.010777,-0.006012,0.016093,0.011991,0.00516,0.024617,-0.022417,-0.016442,0.005196,-0.004464,0.004815,0.0309,-0.040654,-0.025024,1
0.049059,0.034592,-0.035298,0.00707,0.044676,-0.007568,-0.005262,0.167419,-0.034665,-0.126735,0.023545,0.011083,-0.056493,0.11669,0.069126,-0.151911,-0.016677,-0.094988,0.005374,-0.00885,0.101406,0.04843,-0.01793,-0.038457,0.049493,0.055788,-0.022827,-0.046329,0.102115,0.24257,0
0.028711,-0.01843,-0.001219,-0.040661,0.010669,0.064012,-0.099097,0.00491,-0.140185,0.018825,-0.018761,0.018236,-0.000113,-0.070653,0.096841,0.003083,0.001921,0.011233,0.097151,-0.032025,0.034334,-0.096477,0.035712,0.058013,-0.001137,-0.023923,0.0463,0.009856,0.044299,0.1361,0
0.02368,-0.017265,-0.045966,0.01125,-0.001253,-0.004099,-0.045441,0.039974,0.040238,0.031872,-0.04802,-0.017118,-0.019672,0.015188,0.023786,-0.046717,0.029559,-0.021794,-0.020688,-0.040971,-0.061205,-0.050785,-0.019361,0.061911,-0.005096,0.011475,0.022986,-0.018008,0.021195,-0.014891,0
0.027371,-0.000266,-0.010952,-0.024564,-0.059942,-0.010262,-0.009064,0.04789,0.041048,0.006272,0.04693,0.077447,-0.013919,0.043401,-0.031437,-0.010823,0.046054,0.010648,0.018088,0.061022,0.016203,0.001667,-0.046165,0.01569,0.058782,0.022296,-0.001946,0.043541,0.059895,-0.055723,1
-0.015129,0.03119,0.021664,-0.002742,0.020184,0.036714,-0.002937,0.016432,-0.023873,0.032709,0.013255,-0.010055,0.04572,-0.063013,0.010174,0.009976,-0.042642,0.055548,0.010823,-0.015749,0.002522,-0.030229,0.039578,0.060193,-0.018455,0.000219,-0.006409,0.050686,0.008889,0.037456,0
-0.016174,-0.011298,-0.023346,-0.014356,-0.022292,0.003314,0.024482,-0.035573,0.011403,-0.052119,-0.00833,-0.080503,-0.003919,-0.0052,0.042407,-0.023276,-0.003932,-0.006773,-0.086067,0.00606,-0.007673,-0.041634,-0.120052,-0.042866,0.015963,0.048716,0.013626,0.032775,-0.026677,-0.010604,1
0.018433,0.022818,0.038401,0.035459,-0.020313,-0.016235,0.031694,0.078146,-0.009854,0.005847,-0.018915,-0.040016,-0.017904,-0.061688,-0.025155,-0.022087,-0.041473,0.004661,-0.015491,-0.042009,-0.005334,-0.015434,0.038972,0.012586,-0.008219,0.019984,-0.008555,-0.009352,-0.006498,0.058561,0
0.015285,0.002085,-0.009569,-0.041785,-0.045981,-0.035186,0.006544,0.038564,0.022927,0.02692,0.006308,-0.007062,0.007587,-0.027452,0.007634,0.01072,-0.002805,0.025661,0.011044,0.02096,-0.021903,0.022614,0.040686,-0.044911,0.011672,-0.001248,-0.024531,-0.014272,0.03287,-0.026911,1
0.005996,-0.062942,-0.002297,0.000358,-0.045228,0.006681,0.0069,0.014889,0.053507,-0.054522,-0.05112,-0.006089,0.024542,0.038046,0.016175,-0.005893,0.008515,-0.022421,-0.013039,0.00203,-0.028548,0.028135,0.00042,0.048166,0.038842,0.024926,-0.023597,0.030586,-0.035552,-0.004101,1
0.024018,-0.011821,0.010142,0.003136,-0.013498,0.027683,0.021723,-0.035441,0.030162,-0.019535,-0.02732,0.040839,-0.018631,-0.029368,-0.001525,0.025467,0.024983,0.002049,-0.048473,-0.019502,0.037397,-0.016773,-0.011975,-0.021106,0.054508,0.00462,0.021162,0.004001,0.023771,0.005053,1
0.016889,-0.051476,0.072796,0.026489,0.072839,-0.020875,-0.185963,-0.025619,-0.104995,-0.0527,-0.066524,0.23201,-0.073404,0.029662,-0.019089,-0.026493,-0.014114,-0.060432,-0.19645,-0.169711,-0.052108,0.018631,0.050627,0.103806,0.021224,0.110135,0.01625,0.045518,-0.012826,-0.0939,0
0.054064,0.024253,0.05027,0.081661,0.034849,0.052204,-0.033502,0.057743,0.025903,-0.020032,0.041292,0.013929,0.016953,0.0671,0.021162,0.101551,0.023551,0.054932,0.088563,0.056167,-0.028468,-0.024211,-0.022881,-0.086805,-0.016853,0.002114,-0.038825,0.026387,-0.080603,-0.007099,1
0.063573,-0.169713,-0.004395,0.232158,0.101338,-0.041226,-0.054164,-0.032067,-0.070916,-0.16472,0.049559,0.014113,0.211163,-0.084844,-0.014335,-0.09308,0.144852,0.009883,0.032217,0.15461,0.100185,0.135884,0.135066,-0.005128,0.036787,-0.100113,-0.038674,0.062427,0.058757,-0.072734,1
-0.047363,0.015147,0.000759,-0.018386,0.047973,0.021386,-0.041577,-0.011923,0.028729,-0.008818,0.007658,0.010469,0.037136,0.067476,0.062477,0.00647,0.017099,-0.020098,-0.057019,0.041544,0.000415,0.000207,-0.045691,0.049458,-0.078399,-0.049223,0.050468,0.026865,0.024654,-0.02814,0
0.006929,-0.05923,-0.03308,-0.054716,-0.029839,-0.00509,0.040429,0.034171,-0.03421,-0.043785,0.012435,0.038144,-0.060892,-0.042162,0.019051,0.087525,-0.037872,0.037873,0.063177,-0.104579,0.006865,-0.017274,0.004027,-0.013374,0.047211,-0.019474,0.018319,-0.046015,0.032838,-0.036695,0
0.003425,0.016921,0.010464,0.020569,-0.021693,0.014027,0.010916,-0.021656,-0.014969,-0.006101,-0.044892,-0.035343,-0.017414,-0.010369,-0.031767,0.002972,0.002114,0.006166,-0.009828,-0.010902,-0.018189,0.003661,0.042172,-0.02007,0.00982,0.00897,0.00698,-0.010265,0.011349,-0.009229,1
0.027238,-0.020815,-0.030804,0.009935,-0.067905,-0.047438,-0.005109,-0.00623,0.014998,0.022314,0.05338,-0.033986,0.00439,0.01867,0.038878,0.00586,-0.0747,-0.032162,-0.010017,0.022474,-0.074575,0.02559,-0.054914,0.007722,-0.102426,0.026779,0.020551,-0.064983,-0.050551,-0.067865,0
-0.025973,0.005117,0.044119,0.074267,0.063083,-0.000096,-0.01338,-0.06437,-0.027057,0.018249,0.018456,0.072391,-0.074606,-0.011115,-0.065609,-0.014764,0.01101,0.015956,-0.043949,-0.01834,-0.031853,0.035498,0.000011,-0.014876,0.021786,0.032663,-0.007535,0.030189,0.068665,-0.003793,0
-0.013732,-0.000216,-0.02322,0.059028,0.012552,0.024935,0.007744,0.007728,-0.003638,-0.060398,0.054001,-0.092832,-0.098557,0.109963,0.0564,-0.031254,-0.002468,-0.01948,0.009273,-0.048358,0.072129,-0.088364,-0.026826,0.093532,0.047818,-0.063766,-0.011724,-0.032601,0.012563,-0.059487,0
-0.003168,0.005533,0.032598,-0.039716,-0.039161,-0.031175,0.023243,0.029002,-0.012565,-0.035146,-0.068103,-0.055276,0.032726,-0.098715,-0.02482,-0.083775,0.01074,0.056256,0.02877,-0.015615,-0.082769,-0.05343,0.029076,0.051666,-0.083834,0.041773,0.055752,0.001298,0.005319,0.0187,0
-0.023046,-0.004043,-0.029032,-0.000582,0.036375,0.014292,-0.023744,-0.013876,0.024575,0.0415,-0.063987,-0.012268,-0.004444,0.050588,0.026865,0.013702,0.012528,-0.029377,-0.028078,0.007965,0.009323,-0.012205,-0.014624,-0.043274,-0.012894,-0.052146,0.03183,-0.006929,0.031368,0.012803,1
-0.026741,-0.017964,-0.0266,0.013368,-0.016966,-0.065172,0.006445,0.058609,0.015261,-0.030954,0.01874,-0.032328,-0.060058,-0.039654,0.018582,0.009084,-0.017964,-0.017975,-0.020981,-0.004691,0.009745,-0.045769,0.025761,-0.013564,0.033121,-0.047838,-0.012637,0.016794,0.052536,-0.023377,0
-0.099974,0.021989,0.060067,-0.002344,-0.079964,-0.07876,0.068856,-0.003511,0.017077,-0.122799,0.099287,-0.008032,-0.039859,0.110091,-0.005037,-0.068234,-0.061875,0.028082,0.022777,0.041564,0.039869,0.108469,0.060525,0.007474,-0.035485,0.025878,0.051336,-0.06033,0.079234,0.12583,0
-0.025077,-0.083054,0.01806,-0.016017,0.067259,-0.003503,0.060705,0.085381,-0.020167,0.009416,-0.107631,-0.009121,-0.01283,0.046356,0.050787,-0.029592,0.044146,-0.077951,-0.021593,-0.021763,-0.047176,-0.038401,-0.085266,0.037972,-0.120512,-0.03985,-0.008772,-0.040237,-0.062801,-0.057365,0
-0.01928,0.000439,0.004953,-0.02357,0.007514,-0.008181,0.01832,-0.023778,0.045013,0.004706,-0.013203,0.008209,0.035873,-0.003452,-0.004638,-0.006838,0.006259,0.015844,-0.011736,0.03405,0.019458,-0.039446,-0.029585,-0.000253,-0.016329,-0.015287,0.028077,0.011399,0.005635,0.026468,1
-0.044646,0.034181,-0.014483,0.003285,-0.007204,0.010858,0.062377,-0.006122,-0.006989,-0.059203,0.029846,-0.025205,-0.021132,-0.01835,0.035844,-0.039812,0.033923,0.067088,-0.021771,0.043947,-0.035604,-0.043691,0.011922,0.031899,-0.006291,0.002375,0.021023,0.084106,0.016346,-0.036092,0
-0.003897,-0.037705,-0.012937,-0.040603,-0.0504,0.016984,-0.026524,-0.00469,0.023013,-0.020944,-0.053072,-0.015273,-0.004201,0.004721,0.030951,-0.039039,-0.032727,0.037586,-0.000357,-0.021737,0.020352,0.012442,0.002999,-0.0462,0.014582,0.034645,-0.014981,-0.028244,-0.014357,0.019071,1
-0.003712,0.001594,0.005693,0.006168,0.057568,-0.011495,0.013684,-0.047186,0.051737,0.011192,-0.017986,-0.025641,-0.036971,-0.009221,-0.032346,0.02146,-0.011043,0.016916,-0.000476,-0.038624,-0.03719,-0.028694,0.02539,-0.025778,0.011602,0.004102,-0.021476,0.009459,-0.023083,0.033605,0
-0.034756,-0.004293,0.056486,-0.048124,-0.012216,0.026207,0.01504,0.039784,-0.086794,-0.046116,-0.000818,-0.027673,0.015982,0.020975,-0.009757,-0.04258,-0.004868,0.024634,0.121708,-0.044619,-0.049349,-0.054155,-0.004288,0.06984,0.01243,0.002272,-0.042666,0.052634,0.025371,-0.057219,1
0.011877,0.029654,-0.010651,0.044916,-0.009149,-0.005538,0.07333,0.019928,0.02211,0.01315,0.046801,-0.007927,0.007361,-0.034121,-0.017591,-0.012464,0.03968,0.010435,-0.03324,-0.005859,0.026327,-0.01321,0.026828,0.002451,0.01195,-0.001979,0.031494,0.042171,-0.002446,-0.02294,1
0.122357,0.000768,-0.045094,-0.008435,0.02677,-0.017186,0.006929,-0.002716,0.101729,-0.063375,0.009383,0.033414,-0.133697,-0.027668,0.023519,0.092937,-0.043702,-0.041127,0.033104,-0.040054,0.020543,0.011361,0.029636,-0.024398,-0.051575,0.030865,-0.008336,0.028108,-0.037834,0.002895,0
-0.006741,0.023937,-0.001679,-0.005186,-0.012797,0.016983,-0.003269,0.009754,0.021515,0.00541,-0.013523,0.02614,0.004772,-0.017624,0.022879,0.010279,0.018154,0.010352,-0.026868,-0.001222,0.006255,-0.003349,-0.013857,0.005672,0.014491,-0.007347,-0.024993,-0.000537,0.023577,-0.015007,1
-0.239874,0.175417,-0.025829,0.088403,0.187313,-0.11932,0.009666,-0.083739,0.217577,0.049201,-0.041894,0.009898,0.11425,-0.150178,0.237593,0.138944,-0.049008,-0.330473,0.211351,-0.082246,0.077648,0.001539,0.011593,-0.084368,-0.008804,0.418523,-0.044152,0.01252,0.067049,-0.056361,0
-0.052344,-0.069451,-0.100377,-0.102316,-0.196082,-0.125691,-0.04413,-0.081634,0.029968,0.130074,0.111445,-0.197575,-0.194502,0.038676,-0.093815,0.015959,-0.080881,0.059572,0.06852,-0.157162,-0.005905,0.050788,-0.185505,0.148547,-0.029587,0.133856,0.089354,0.092361,0.031163,-0.012792,0
0.032355,-0.012453,-0.035585,-0.033516,0.031735,-0.083462,-0.032705,-0.049705,-0.010558,-0.083615,-0.026332,-0.065296,-0.015665,0.021202,0.046267,0.06783,-0.025028,-0.045874,-0.044706,-0.02373,-0.098319,-0.022318,0.022237,0.016477,-0.032458,-0.03151,-0.002511,0.032937,-0.000952,-0.039268,0
0.000517,0.001958,0.002906,-0.013187,0.007273,0.016119,-0.031927,0.033484,-0.041087,0.015916,-0.058975,0.000417,0.013324,-0.004336,-0.029997,0.014985,-0.071204,-0.044678,0.009057,-0.005344,0.022726,-0.024731,0.055609,0.030402,-0.016195,-0.0094,0.035179,0.033056,-0.038764,-0.001621,0
0.00932,-0.030138,0.007042,-0.01684,-0.008617,-0.010478,-0.026311,0.019396,0.004405,-0.022358,-0.091505,0.006985,-0.041018,0.042356,0.004413,0.026224,-0.030619,-0.011633,-0.024126,0.037677,0.031528,-0.020514,-0.003085,0.041896,-0.00428,0.011915,0.021728,0.039447,0.029749,-0.020056,1
0.023702,0.000851,-0.028117,0.036134,0.041414,0.006758,-0.010477,-0.043978,0.006874,-0.03636,-0.035672,0.018362,0.041246,0.047471,-0.07852,-0.026056,0.007455,0.018871,-0.013552,0.028906,0.0121,0.002606,-0.01022,-0.005187,0.009434,0.029965,-0.006999,-0.057099,0.040196,-0.007289,1
0.010973,-0.007211,-0.015309,-0.007754,0.115482,-0.008611,-0.026407,-0.030684,0.034232,0.032244,0.005275,-0.023497,-0.061253,-0.002636,-0.005191,0.00432,-0.011571,-0.013277,-0.033426,0.034454,0.025253,-0.029476,0.001222,0.011033,0.016128,-0.022396,0.014947,0.015113,-0.02099,0.029118,0
0.079376,-0.037511,0.060711,-0.013602,0.044176,0.098039,-0.041716,0.092264,0.01397,0.047297,0.001823,-0.054909,-0.046835,0.008193,0.093383,0.034226,0.099138,0.042593,-0.021097,0.007464,-0.006211,0.007445,-0.085946,0.151154,0.011201,0.011498,0.058473,-0.050758,0.003273,0.030592,0
0.004161,0.032182,-0.027177,0.021844,-0.010186,0.003131,0.048537,0.017705,-0.00183,0.032735,0.041684,0.05071,0.021974,-0.007473,0.024424,-0.030196,0.036246,0.003785,0.003405,-0.004116,0.009575,-0.024815,-0.006435,0.036945,0.035975,-0.009513,-0.028961,0.044131,0.004891,-0.04755,1
-0.018881,-0.021412,-0.00745,-0.010005,-0.000657,0.027702,0.062207,-0.024527,-0.008893,0.004892,-0.014048,0.034842,-0.016085,-0.002956,-0.003395,-0.003323,-0.006031,0.023333,-0.010943,-0.033403,0.02324,-0.036609,0.014846,-0.012139,0.042715,0.00305,-0.009948,0.008018,-0.032203,0.001268,1
-0.000021,0.01277,-0.001299,-0.04902,0.007633,-0.00685,-0.007702,-0.002177,0.000367,-0.012334,-0.017935,0.012757,0.036093,0.025589,0.024528,-0.017735,-0.020959,0.020335,0.008795,0.009694,0.003652,0.019887,-0.000987,-0.015591,0.026543,-0.009591,-0.044576,0.009709,-0.018209,0.002253,1
-0.002704,0.011696,-0.033846,0.001907,0.048666,-0.003563,0.032479,-0.026043,0.027397,0.008746,-0.011766,0.00012,0.031751,0.049429,0.01571,-0.066768,0.055871,-0.026866,0.009562,-0.059187,-0.052718,-0.078851,-0.03303,0.065948,-0.063854,0.001553,0.025009,0.045924,0.026955,-0.002156,0
-0.012652,0.029331,-0.039555,0.004887,-0.011594,-0.007326,0.010847,0.005346,0.02548,0.006547,0.006316,-0.016591,-0.008191,-0.023731,-0.010849,0.018003,-0.003517,-0.00962,-0.045461,0.025862,-0.029324,0.006255,0.011672,-0.018716,0.011674,-0.017041,-0.018553,0.002399,0.013404,-0.027366,1
0.016642,-0.044475,-0.020147,0.02858,0.010193,-0.01406,0.039892,-0.046298,0.031633,0.037993,-0.034768,-0.027503,-0.02976,0.016146,0.012661,0.009775,-0.004089,0.019144,-0.023684,0.013929,0.004689,-0.058821,0.024124,-0.04728,0.017508,0.016274,0.011593,-0.014925,-0.00956,0.000271,1
-0.026003,0.0115,-0.03997,-0.043709,-0.016454,0.003719,-0.003205,-0.027192,0.041396,0.000881,-0.023362,0.02876,0.02998,-0.007381,0.016356,-0.055495,-0.020139,0.038276,0.004491,0.005527,0.037975,-0.006479,-0.013796,-0.008686,0.042708,-0.012976,-0.029713,-0.007862,0.001179,0.026324,1
-0.001231,0.013884,-0.012308,0.047704,0.004801,-0.005403,0.003745,-0.019015,-0.034752,0.010515,-0.000396,-0.016274,-0.051675,-0.036913,-0.01726,0.017543,-0.040472,0.011958,-0.021398,-0.044958,0.065682,-0.049257,0.076006,-0.008431,0.024788,-0.027048,-0.024574,-0.017,0.001499,-0.038249,1
-0.029561,0.027961,0.04719,0.021453,-0.038003,0.043863,-0.071884,0.044166,0.002228,-0.009046,0.02596,-0.045028,0.03647,-0.018663,0.009248,0.013297,-0.002928,0.031992,-0.000326,0.021167,0.003143,-0.02817,0.03309,0.009949,-0.034997,0.02192,0.030078,0.025325,0.051403,-0.017954,1
-0.040578,0.02401,0.006433,-0.059152,0.015383,0.005223,-0.010345,-0.023558,0.015927,-0.048349,0.035965,0.047031,0.008633,-0.02803,0.014488,0.040859,0.013452,-0.01838,-0.053648,0.022247,0.058578,0.004836,0.059174,-0.022229,-0.064518,-0.085414,0.002468,0.008537,-0.035223,-0.018853,0
-0.055252,-0.014676,0.011085,0.022105,-0.072141,-0.035639,0.01888,-0.015668,-0.03917,0.024733,0.011138,-0.003793,-0.015711,-0.023791,0.074146,0.009151,0.044728,-0.01581,-0.032102,0.030562,0.01257,0.016981,0.114347,-0.055576,-0.02941,-0.083085,-0.002994,-0.071624,0.027662,0.026889,0
-0.020937,0.041018,0.054984,-0.023571,0.038543,0.082237,-0.001304,-0.056986,0.006554,-0.015228,-0.027983,-0.014748,-0.013224,0.027861,-0.04101,0.021853,0.01643,0.041521,0.005793,-0.082622,-0.01864,0.02007,-0.006635,-0.017068,0.004129,-0.014301,-0.030923,-0.054552,0.059693,0.006591,1
-0.037008,0.018143,0.050528,-0.035437,0.035629,0.045577,-0.055701,-0.048629,0.038645,-0.029173,-0.01732,-0.019038,0.026355,-0.012159,-0.009354,0.016412,0.004731,0.073484,0.037518,-0.052163,-0.057252,0.047116,-0.014522,-0.00889,-0.02793,-0.041915,-0.068454,-0.049174,0.063144,0.038739,1
0.014878,0.048314,-0.021338,-0.007897,0.00373,0.025421,-0.007255,0.027822,0.034958,-0.014168,0.100392,0.006193,-0.014078,0.014561,-0.006008,-0.015262,-0.029799,-0.011076,-0.003718,-0.041409,-0.033375,0.049862,-0.025345,0.046349,-0.002262,0.010009,-0.034365,-0.03716,0.021213,0.072164,0
-0.000539,0.044598,0.006812,-0.054464,-0.020689,-0.027283,0.026076,0.022094,-0.019288,-0.038788,-0.009368,-0.06962,-0.009366,0.004535,0.048736,0.016826,0.068343,0.006823,-0.032919,0.051193,-0.007805,0.038316,-0.003583,-0.070109,-0.014045,-0.009461,0.005992,0.069561,0.033403,-0.042135,1
-0.007758,0.028993,-0.015759,0.019866,-0.038498,0.015055,-0.030088,-0.007462,0.037877,0.017354,-0.00635,0.002794,-0.019927,-0.00873,0.023809,-0.002873,-0.037321,-0.027792,0.001374,0.004318,-0.001605,0.031689,-0.03399,0.046781,-0.014417,-0.048806,-0.017798,0.018848,-0.015891,-0.008232,1
